srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,sload,dload,spkts,dpkts,swin,dwin,stcpb,dtcpb,smean,dmean,trans_depth,response_body_len,sjit,djit,stime,ltime,sinpkt,dinpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,label
59.166.0.2,38246,149.171.126.2,80,tcp,FIN,1.052034,1684,10168,31,29,3,5,http,11893.15137,73031.85938,14,18,255,255,3282019146,3287251458,120,565,1,3924,8902.097434,7793.619468,1421927570,1421927571,80.898536,61.856235,0.00057,0.000473,0.000097,0,0,1,0,0,4,2,3,2,1,1,2,,0
59.166.0.8,40409,149.171.126.9,39007,tcp,FIN,0.259853,4014,59460,31,29,7,28,-,121761.1484,1804435.5,68,70,255,255,3222023022,3298545407,59,849,0,0,0,204.353718,1421927570,1421927571,3.873493,3.757971,0.000728,0.000549,0.000179,0,0,0,0,0,4,2,3,3,1,1,2,,0
59.166.0.3,28529,149.171.126.3,53,udp,CON,0.001037,146,178,31,29,0,0,dns,563163,686595.9375,2,2,0,0,0,0,73,89,0,0,0,0,1421927571,1421927571,0.007,0.004,0,0,0,0,0,0,0,0,4,5,3,6,3,2,2,,0
59.166.0.3,64521,149.171.126.6,36391,udp,CON,0.001653,520,304,31,29,0,0,-,1887477.25,1103448.25,4,4,0,0,0,0,130,76,0,0,0.576293,0.296513,1421927571,1421927571,0.413,0.212667,0,0,0,0,0,0,0,0,4,8,4,6,1,1,3,,0
59.166.0.5,40926,149.171.126.7,41141,tcp,FIN,0.407747,4014,59460,31,29,7,28,-,77597.14063,1149948.375,68,70,255,255,3402018272,3540990414,59,849,0,0,0,358.403709,1421927571,1421927571,6.080597,5.901218,0.000723,0.00056,0.000163,0,0,0,0,0,8,2,1,2,1,1,1,,0
59.166.0.9,37060,149.171.126.1,14815,tcp,FIN,0.373085,2974,30506,31,29,7,18,-,62462.98047,641055,48,50,255,255,1376628642,3526526267,62,610,0,0,508.221509,498.880869,1421927571,1421927571,7.930617,7.601102,0.000805,0.00062,0.000185,0,0,0,0,0,2,10,2,2,1,1,1,,0
175.45.176.3,43875,149.171.126.13,80,tcp,FIN,0.187733,958,268,254,252,2,1,http,36775.63281,9545.47168,10,6,255,255,1305046280,886028512,96,45,1,0,1031.183679,61.591641,1421927571,1421927571,19.299111,36.204199,0.052365,0.006708,0.045657,0,1,1,0,0,1,1,1,1,1,1,1,Reconnaissance,1
175.45.176.2,42963,149.171.126.13,554,tcp,FIN,0.230327,828,9452,62,252,2,5,-,25910.98828,304853.5313,10,14,255,255,3703535303,3290354382,83,675,0,0,1223.813879,1473.34193,1421927572,1421927572,25.591889,17.166231,0.05171,0.006463,0.045247,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
59.166.0.2,20138,149.171.126.4,80,tcp,FIN,1.159943,1684,10168,31,29,3,5,http,10786.73731,66237.74219,14,18,255,255,1496631350,1497664379,120,565,1,3924,8853.209263,7751.989895,1421927571,1421927572,89.197613,68.197353,0.00074,0.000584,0.000156,0,0,1,0,0,4,3,2,3,1,1,1,,0
59.166.0.0,6622,149.171.126.5,53,udp,CON,0.001105,130,162,31,29,0,0,dns,470588.2188,586425.3125,2,2,0,0,0,0,65,81,0,0,0,0,1421927572,1421927572,0.011,0.008,0,0,0,0,0,0,0,0,4,2,2,6,1,1,1,,0
59.166.0.2,49620,149.171.126.2,53,udp,CON,0.001094,146,178,31,29,0,0,dns,533820.875,650822.6875,2,2,0,0,0,0,73,89,0,0,0,0,1421927572,1421927572,0.011,0.009,0,0,0,0,0,0,0,0,4,4,1,3,1,1,1,,0
59.166.0.5,10677,149.171.126.7,22,tcp,FIN,0.010543,5928,8010,31,29,14,17,ssh,4426064.5,5973252.5,62,58,255,255,2338725643,189446381,96,138,0,0,11.130688,11.201511,1421927572,1421927572,0.172836,0.175071,0.00079,0.000605,0.000185,0,0,0,0,0,1,1,1,4,1,1,1,,0
59.166.0.5,5244,149.171.126.6,3246,tcp,FIN,0.010884,2438,19266,31,29,7,13,-,1744946.75,13807424,38,40,255,255,2096631306,2120299556,64,482,0,0,17.002696,15.723215,1421927572,1421927572,0.285405,0.264821,0.000711,0.000552,0.000159,0,0,0,0,0,8,8,2,4,1,1,1,,0
59.166.0.0,52359,149.171.126.1,111,udp,CON,0.004599,568,312,31,29,0,0,-,741030.6875,407045.0313,4,4,0,0,0,0,142,78,0,0,1.647326,1.461592,1421927572,1421927572,1.172333,1.039,0,0,0,0,0,0,0,0,8,10,5,6,1,1,3,,0
59.166.0.0,8320,149.171.126.0,143,tcp,FIN,0.031448,7814,16912,31,29,30,32,-,1971508.625,4268125.5,122,126,255,255,2158729853,10197382,64,134,0,0,16.045291,14.19093,1421927572,1421927572,0.256496,0.247192,0.000678,0.000545,0.000133,0,0,0,0,0,8,7,5,6,1,1,1,,0
59.166.0.0,2730,149.171.126.1,47507,tcp,FIN,0.004877,4136,2456,31,29,7,7,-,6408858,3805618,18,18,255,255,4062020869,4065175139,230,136,0,0,13.133037,0.334482,1421927572,1421927572,0.268529,0.254706,0.000691,0.00054,0.000151,0,0,0,0,0,8,10,5,6,1,1,3,,0
59.166.0.8,37402,149.171.126.0,111,udp,CON,0.004838,568,304,31,29,0,0,-,704423.3125,377015.2813,4,4,0,0,0,0,142,76,0,0,1.836123,1.485867,1421927572,1421927572,1.305333,1.058667,0,0,0,0,0,0,0,0,4,7,5,3,1,1,3,,0
59.166.0.0,58603,149.171.126.6,80,tcp,FIN,1.257972,1684,10168,31,29,3,5,http,9946.166992,61076.08203,14,18,255,255,3706213018,1584075634,120,565,1,3924,9066.972362,7939.177663,1421927571,1421927572,96.740385,73.965353,0.000707,0.000557,0.00015,0,0,1,0,0,4,2,2,6,1,1,1,,0
59.166.0.5,3571,149.171.126.3,2563,tcp,FIN,0.038875,5174,83812,31,29,7,39,-,1053016.125,17060014,90,92,255,255,4242014805,2096954967,57,911,0,0,22.661856,22.05236,1421927572,1421927572,0.43309,0.419912,0.000807,0.000652,0.000155,0,0,0,0,0,8,4,1,4,1,1,1,,0
59.166.0.8,62534,149.171.126.0,49078,udp,CON,0.001824,520,304,31,29,0,0,-,1710526.25,1000000,4,4,0,0,0,0,130,76,0,0,0.647475,0.325507,1421927572,1421927572,0.464333,0.236667,0,0,0,0,0,0,0,0,4,7,5,3,1,1,3,,0
59.166.0.9,6674,149.171.126.4,53,udp,CON,0.001084,146,178,31,29,0,0,dns,538745.375,656826.5625,2,2,0,0,0,0,73,89,0,0,0,0,1421927572,1421927572,0.011,0.009,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,,0
59.166.0.1,31399,149.171.126.5,29546,tcp,FIN,0.117034,4014,59460,31,29,7,28,-,270348.7813,4006425.5,68,70,255,255,4002018469,1866516280,59,849,0,0,91.443079,90.477536,1421927571,1421927572,1.741881,1.712882,0.000708,0.000553,0.000155,0,0,0,0,0,3,4,2,1,1,1,1,,0
59.166.0.4,32820,149.171.126.1,53,udp,CON,0.000926,146,178,31,29,0,0,dns,630669.5625,768898.5,2,2,0,0,0,0,73,89,0,0,0,0,1421927572,1421927572,0.004,0.007,0,0,0,0,0,0,0,0,1,2,5,1,1,1,1,,0
59.166.0.5,40792,149.171.126.9,53,udp,CON,0.001046,146,178,31,29,0,0,dns,558317.375,680688.3125,2,2,0,0,0,0,73,89,0,0,0,0,1421927572,1421927572,0.011,0.005,0,0,0,0,0,0,0,0,4,2,1,4,1,1,1,,0
59.166.0.8,19911,149.171.126.0,18289,tcp,FIN,0.300888,4152,2976,31,29,7,7,-,106165.75,76307.46094,26,28,255,255,129157153,132462136,160,106,0,0,689.801253,17.670895,1421927572,1421927572,12.02196,11.123259,0.000735,0.000555,0.00018,0,0,0,0,0,4,7,5,3,1,1,3,,0
59.166.0.3,50867,149.171.126.1,80,tcp,FIN,1.247202,1684,10168,31,29,3,5,http,10032.05566,61603.49219,14,18,255,255,3822023648,1749597591,120,565,1,3924,8918.7514,7809.368138,1421927571,1421927572,95.911462,73.331824,0.000712,0.000557,0.000155,0,0,1,0,0,3,2,5,1,1,1,1,,0
59.166.0.0,1604,149.171.126.1,31217,udp,CON,0.00165,528,304,31,29,0,0,-,1920000,1105454.5,4,4,0,0,0,0,132,76,0,0,0.601983,0.26705,1421927572,1421927572,0.429667,0.192333,0,0,0,0,0,0,0,0,8,10,5,6,1,1,3,,0
59.166.0.2,43280,149.171.126.0,25,tcp,FIN,0.02165,37372,3380,31,29,18,8,smtp,13544204,1219399.625,52,42,255,255,4182019689,2037717901,719,80,0,0,22.429826,0.950261,1421927572,1421927572,0.417529,0.514805,0.000675,0.000539,0.000136,0,0,0,0,0,1,1,5,3,1,1,1,,0
59.166.0.0,54200,149.171.126.5,53,udp,CON,0.001105,146,178,31,29,0,0,dns,528506.75,644343.875,2,2,0,0,0,0,73,89,0,0,0,0,1421927573,1421927573,0.011,0.005,0,0,0,0,0,0,0,0,4,2,1,1,1,1,1,,0
59.166.0.3,31590,149.171.126.8,53,udp,CON,0.001099,146,178,31,29,0,0,dns,531392.1875,647861.6875,2,2,0,0,0,0,73,89,0,0,0,0,1421927573,1421927573,0.011,0.008,0,0,0,0,0,0,0,0,4,1,5,2,1,1,1,,0
59.166.0.4,26750,149.171.126.2,60437,tcp,FIN,0.017849,2438,19266,31,29,7,13,-,1064037.25,8419519,38,40,255,255,669147660,2861719859,64,482,0,0,28.55952,26.715204,1421927573,1421927573,0.472973,0.441103,0.000808,0.000641,0.000167,0,0,0,0,0,8,3,1,6,1,1,1,,0
59.166.0.6,17497,149.171.126.4,5190,tcp,FIN,0.00438,1470,1728,31,29,5,4,-,2564383.75,2931507,22,14,255,255,2518726484,369398370,67,123,0,0,12.84504,0.378174,1421927573,1421927573,0.208571,0.287462,0.000637,0.000508,0.000129,0,0,0,0,0,7,1,2,3,1,1,1,,0
59.166.0.6,20839,149.171.126.6,18611,tcp,FIN,0.069645,4014,59460,31,29,7,28,-,454303.9688,6732543.5,68,70,255,255,429148944,439292368,59,849,0,0,0,64.076596,1421927573,1421927573,1.034716,1.001203,0.000692,0.000558,0.000134,0,0,0,0,0,7,8,4,3,1,1,1,,0
59.166.0.8,33907,149.171.126.6,53,udp,CON,0.001122,146,178,31,29,0,0,dns,520499.0938,634581.0625,2,2,0,0,0,0,73,89,0,0,0,0,1421927573,1421927573,0.011,0.008,0,0,0,0,0,0,0,0,4,3,4,1,1,1,1,,0
59.166.0.5,29473,149.171.126.6,53,udp,CON,0.001079,146,178,31,29,0,0,dns,541241.9375,659870.25,2,2,0,0,0,0,73,89,0,0,0,0,1421927573,1421927573,0.01,0.01,0,0,0,0,0,0,0,0,4,3,4,3,1,1,1,,0
59.166.0.4,47677,149.171.126.8,80,tcp,FIN,1.160004,1684,10168,31,29,3,5,http,10786.16992,66234.25,14,18,255,255,4126212089,2039394663,120,565,1,3924,8834.135621,7737.985383,1421927572,1421927573,89.203772,68.205412,0.000646,0.000508,0.000138,0,0,1,0,0,1,3,5,6,1,1,4,,0
59.166.0.5,34339,149.171.126.7,80,tcp,FIN,1.131211,1580,10168,31,29,3,5,http,10247.42481,67920.13281,12,18,255,255,249148380,250152810,132,565,1,3924,10571.05299,8513.134383,1421927572,1421927573,102.800635,66.50865,0.000716,0.000561,0.000155,0,0,1,0,0,3,2,1,3,1,1,1,,0
59.166.0.4,19715,149.171.126.8,111,udp,CON,0.004761,568,304,31,29,0,0,-,715816,383112.7813,4,4,0,0,0,0,142,76,0,0,1.774132,1.521487,1421927573,1421927573,1.263,1.095333,0,0,0,0,0,0,0,0,8,9,5,6,1,1,4,,0
59.166.0.9,44053,149.171.126.6,80,tcp,FIN,1.020388,1580,10168,31,29,3,5,http,11360.38477,75296.84375,12,18,255,255,2218727996,70182896,132,565,1,3924,9549.921841,7723.624387,1421927572,1421927573,92.730456,59.991588,0.000679,0.000527,0.000152,0,0,1,0,0,1,2,4,1,1,1,1,,0
59.166.0.4,22120,149.171.126.8,64964,tcp,FIN,0.141945,3840,2664,31,29,7,7,-,205600.75,143323.1094,20,22,255,255,489148675,2641976464,192,121,0,0,630.387388,17.502488,1421927573,1421927573,7.453789,6.731952,0.000729,0.00057,0.000159,0,0,0,0,0,8,9,5,6,1,1,4,,0
59.166.0.5,22192,149.171.126.1,5190,tcp,FIN,0.004486,1470,1728,31,29,5,4,-,2503789.5,2862238,22,14,255,255,2694531545,2699059484,67,123,0,0,13.066605,0.379409,1421927573,1421927573,0.213619,0.284615,0.00078,0.000641,0.000139,0,0,0,0,0,8,10,3,3,1,1,1,,0
59.166.0.6,63102,149.171.126.1,19716,tcp,FIN,0.016271,2974,30506,31,29,7,18,-,1432241.375,14699034,48,50,255,255,429145364,429523153,62,610,0,0,18.761483,17.817051,1421927573,1421927573,0.338426,0.316918,0.000901,0.000731,0.00017,0,0,0,0,0,7,10,3,3,1,1,1,,0
59.166.0.3,57284,149.171.126.3,80,tcp,FIN,1.43313,1684,10168,31,29,3,5,http,8730.541016,53611.32422,14,18,255,255,3946212791,3943057315,120,565,0,0,9615.609018,8420.003793,1421927571,1421927573,110.213844,84.269588,0.000684,0.000542,0.000142,0,0,0,0,0,3,1,2,2,1,1,1,,0
59.166.0.1,32756,149.171.126.3,53,udp,CON,0.001067,146,178,31,29,0,0,dns,547329,667291.5,2,2,0,0,0,0,73,89,0,0,0,0,1421927573,1421927573,0.011,0.01,0,0,0,0,0,0,0,0,1,5,2,1,1,1,1,,0
59.166.0.2,61913,149.171.126.4,53,udp,CON,0.001158,146,178,31,29,0,0,dns,504317.8125,614853.1875,2,2,0,0,0,0,73,89,0,0,0,0,1421927573,1421927573,0.011,0.006,0,0,0,0,0,0,0,0,4,2,2,1,1,1,1,,0
59.166.0.4,21115,149.171.126.8,20637,udp,CON,0.001823,520,304,31,29,0,0,-,1711464.625,1000548.5,4,4,0,0,0,0,130,76,0,0,0.655961,0.324335,1421927573,1421927573,0.469333,0.234333,0,0,0,0,0,0,0,0,8,9,5,6,1,1,4,,0
59.166.0.4,60922,149.171.126.1,21939,tcp,FIN,0.078012,5278,83812,31,29,7,39,-,535404.8125,8501359,92,92,255,255,2814530712,2814834638,57,911,0,0,56.20148,1.594389,1421927573,1421927573,0.852473,0.850978,0.000693,0.000562,0.000131,0,0,0,0,0,8,10,3,6,1,1,1,,0
175.45.176.1,31262,149.171.126.12,80,tcp,FIN,0.224308,758,7844,62,252,2,4,http,24359.36328,256468.7813,10,12,255,255,2584186615,2018590347,76,654,1,3444,1191.027606,1558.438744,1421927573,1421927573,24.923111,19.771546,0.049897,0.006084,0.043813,0,1,1,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.0,23608,149.171.126.15,443,tcp,FIN,0.361008,934,4262,254,252,2,3,ssl,18636.70703,85006.42969,10,10,255,255,759926717,3937311435,93,426,0,0,2263.268124,2622.825242,1421927574,1421927574,40.112,39.274,0.051871,0.006998,0.044873,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
59.166.0.5,17267,149.171.126.3,53,udp,CON,0.001108,130,162,31,29,0,0,dns,469314.0625,584837.5,2,2,0,0,0,0,65,81,0,0,0,0,1421927574,1421927574,0.011,0.008,0,0,0,0,0,0,0,0,4,5,2,3,2,1,2,,0
59.166.0.2,25696,149.171.126.4,80,tcp,FIN,1.171589,18994,1087890,31,29,2,370,http,129335.4531,7418519.5,356,746,255,255,609148354,610245227,53,1458,1,524288,184.709879,113.594018,1421927573,1421927574,3.299318,1.57186,0.0007,0.000549,0.000151,0,0,1,0,0,4,3,1,2,1,1,1,,0
59.166.0.4,10788,149.171.126.7,5190,tcp,FIN,0.004461,1470,1728,31,29,5,4,-,2517821,2878278.25,22,14,255,255,3414531488,1269460618,67,123,0,0,12.946293,0.381239,1421927574,1421927574,0.212429,0.284615,0.000786,0.000623,0.000163,0,0,0,0,0,8,2,1,1,1,1,1,,0
59.166.0.1,2810,149.171.126.6,25,tcp,FIN,0.497724,37372,3380,31,29,18,8,smtp,589145.8125,53041.44531,52,42,255,255,729154703,730217777,719,80,0,0,780.195847,25.174816,1421927573,1421927574,9.752333,12.116976,0.001082,0.000924,0.000158,0,0,0,0,0,1,1,2,1,1,1,1,,0
59.166.0.8,16012,149.171.126.8,80,tcp,FIN,1.532134,1684,10168,31,29,3,5,http,8166.387207,50147.04688,14,18,255,255,309147779,369040964,120,565,1,3924,10470.28089,9163.569741,1421927573,1421927574,117.826769,90.089941,0.000758,0.0006,0.000158,0,0,1,0,0,1,3,1,2,1,1,1,,0
59.166.0.7,45161,149.171.126.5,5190,tcp,FIN,0.004581,1470,1728,31,29,5,4,-,2451866.25,2802881.25,22,14,255,255,1149145057,1149437091,67,123,0,0,13.375113,0.417673,1421927574,1421927574,0.218143,0.294692,0.000749,0.000582,0.000167,0,0,0,0,0,4,4,1,1,1,1,1,,0
59.166.0.8,15117,149.171.126.2,53,udp,CON,0.001052,146,178,31,29,0,0,dns,555133.0625,676806.125,2,2,0,0,0,0,73,89,0,0,0,0,1421927574,1421927574,0.01,0.008,0,0,0,0,0,0,0,0,4,4,1,2,1,1,1,,0
59.166.0.0,15976,149.171.126.0,5190,tcp,FIN,0.094941,1470,1728,31,29,5,4,-,118305.0547,135241.8906,22,14,255,255,1449144936,3594882355,67,123,0,0,412.208276,15.130648,1421927574,1421927574,4.521,7.237692,0.000902,0.000711,0.000191,0,0,0,0,0,8,7,2,2,1,1,1,,0
59.166.0.0,1865,149.171.126.6,53,udp,CON,0.001042,146,178,31,29,0,0,dns,560460.625,683301.3125,2,2,0,0,0,0,73,89,0,0,0,0,1421927574,1421927574,0.001,0.006,0,0,0,0,0,0,0,0,4,3,2,2,1,1,1,,0
59.166.0.5,9750,149.171.126.3,5190,tcp,FIN,0.004605,1470,1728,31,29,5,4,-,2439088,2788273.75,22,14,255,255,3358726488,3359062901,67,123,0,0,13.489021,0.387047,1421927574,1421927574,0.219286,0.291615,0.000807,0.000672,0.000135,0,0,0,0,0,8,4,2,3,1,1,2,,0
59.166.0.2,2262,149.171.126.0,53,udp,CON,0.000974,146,178,31,29,0,0,dns,599589.3125,731006.125,2,2,0,0,0,0,73,89,0,0,0,0,1421927574,1421927574,0.011,0.002,0,0,0,0,0,0,0,0,4,2,2,2,1,1,1,,0
59.166.0.5,4048,149.171.126.1,53,udp,CON,0.001073,146,178,31,29,0,0,dns,544268.375,663560.125,2,2,0,0,0,0,73,89,0,0,0,0,1421927574,1421927574,0.011,0.008,0,0,0,0,0,0,0,0,4,2,1,3,2,1,1,,0
59.166.0.2,21920,149.171.126.8,5190,tcp,FIN,0.174897,1470,1728,31,29,5,4,-,64220.65625,73414.64063,22,14,255,255,1629145210,1629439170,67,123,0,0,533.459455,16.906445,1421927575,1421927575,8.328428,13.397,0.000741,0.000597,0.000144,0,0,0,0,0,2,9,6,3,1,1,1,,0
59.166.0.4,4795,149.171.126.8,3606,tcp,FIN,0.004954,3736,2456,31,29,7,7,-,5698829,3746467.5,18,18,255,255,2049150297,2052288284,208,136,0,0,13.240408,0.346248,1421927575,1421927575,0.272471,0.258882,0.000692,0.000546,0.000146,0,0,0,0,0,8,9,6,1,1,1,1,,0
59.166.0.5,24078,149.171.126.8,5190,tcp,FIN,0.165995,1470,1728,31,29,5,4,-,67664.6875,77351.72656,22,14,255,255,1749144022,1749456921,67,123,0,0,506.296586,16.080653,1421927575,1421927575,7.904524,12.71077,0.000786,0.000614,0.000172,0,0,0,0,0,8,9,6,3,1,1,3,,0
59.166.0.5,50614,149.171.126.8,80,tcp,FIN,1.616929,1684,10168,31,29,3,5,http,7738.125488,47517.23828,14,18,255,255,2938729362,2939779629,120,565,1,3924,12713.5779,11126.44839,1421927573,1421927575,124.352688,95.081176,0.000702,0.000545,0.000157,0,0,1,0,0,3,3,6,3,1,1,3,,0
59.166.0.0,64315,149.171.126.1,5190,tcp,FIN,0.184909,1470,1728,31,29,5,4,-,60743.39063,69439.5625,22,14,255,255,1509145275,3654842161,67,123,0,0,570.895451,18.197037,1421927574,1421927575,8.805191,14.163385,0.000764,0.000609,0.000155,0,0,0,0,0,8,10,2,3,1,1,1,,0
59.166.0.6,22074,149.171.126.1,20017,tcp,FIN,0.029949,4014,59460,31,29,7,28,-,1056462.625,15656216,68,70,255,255,1569148988,3725003343,59,849,0,0,24.018823,23.603124,1421927575,1421927575,0.442194,0.43225,0.000735,0.000553,0.000182,0,0,0,0,0,7,10,2,2,1,1,1,,0
59.166.0.7,22961,149.171.126.3,21882,tcp,FIN,0.033225,2974,30506,31,29,7,18,-,701399.5625,7198435,48,50,255,255,3834531247,1689448678,62,610,0,0,51.678754,49.902203,1421927575,1421927575,0.696681,0.665286,0.000745,0.000616,0.000129,0,0,0,0,0,4,4,2,3,1,1,1,,0
59.166.0.6,20405,149.171.126.6,56199,tcp,FIN,0.016872,2974,30506,31,29,7,18,-,1381223.375,14175439,48,50,255,255,3718726343,1569461149,62,610,0,0,19.302106,18.585376,1421927575,1421927575,0.352064,0.331469,0.000823,0.000619,0.000204,0,0,0,0,0,7,8,2,2,1,1,1,,0
59.166.0.8,54983,149.171.126.3,53,udp,CON,0.0011,130,162,31,29,0,0,dns,472727.2813,589090.9375,2,2,0,0,0,0,65,81,0,0,0,0,1421927575,1421927575,0.012,0.008,0,0,0,0,0,0,0,0,4,5,2,1,1,1,1,,0
59.166.0.0,47614,149.171.126.2,80,tcp,FIN,1.40247,1684,10168,31,29,3,5,http,8921.40332,54783.34766,14,18,255,255,3054534711,947822331,120,565,0,0,9186.984078,8045.056548,1421927573,1421927575,107.855228,82.463765,0.000755,0.000577,0.000178,0,0,0,0,0,4,2,2,3,2,1,1,,0
59.166.0.3,52869,149.171.126.9,80,tcp,FIN,1.940913,1684,10168,31,29,3,5,http,6446.450684,39585.49609,14,18,255,255,2998729840,3023774967,120,565,0,0,11210.7545,9812.323359,1421927573,1421927575,149.271312,114.138294,0.000701,0.000557,0.000144,0,0,0,0,0,3,2,2,1,1,1,1,,0
59.166.0.5,19992,149.171.126.8,143,tcp,FIN,0.882752,7816,15092,31,29,30,32,-,70253.02344,135693.8281,122,126,255,255,3474540361,3479828793,64,120,0,0,472.754495,469.206994,1421927574,1421927575,7.292636,7.057536,0.000694,0.000556,0.000138,0,0,0,0,0,8,9,6,3,1,1,3,,0
59.166.0.2,3340,149.171.126.5,111,udp,CON,0.004593,568,304,31,29,0,0,-,741998.75,397126.0625,4,4,0,0,0,0,142,76,0,0,1.718742,1.513208,1421927575,1421927575,1.220333,1.079,0,0,0,0,0,0,0,0,2,4,1,3,1,1,1,,0
59.166.0.7,32307,149.171.126.6,5190,tcp,FIN,0.252944,1470,1728,31,29,5,4,-,44405.08594,50762.22656,22,14,255,255,1989145086,4139027627,67,123,0,0,763.857188,23.876867,1421927575,1421927575,12.044952,19.39977,0.000772,0.000605,0.000167,0,0,0,0,0,4,8,2,3,1,1,1,,0
59.166.0.7,62372,149.171.126.8,22545,tcp,FIN,0.118622,4014,59460,31,29,7,28,-,266729.625,3952791.25,68,70,255,255,1689147842,3854820165,59,849,0,0,0,90.584554,1421927575,1421927575,1.766194,1.711116,0.000685,0.000551,0.000134,0,0,0,0,0,4,9,6,3,1,1,1,,0
10.40.182.1,0,10.40.182.3,0,arp,CON,31.651625,56,92,0,0,0,0,-,7.077046,11.626575,2,2,0,0,0,0,28,46,0,0,1.495,0.814,1421927543,1421927575,31649.102,31649.108,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,,0
59.166.0.2,3801,149.171.126.9,80,tcp,FIN,1.409024,1684,10168,31,29,3,5,http,8879.905273,54528.52344,14,18,255,255,1029146718,1061946336,120,565,1,3924,9007.349599,7884.265969,1421927574,1421927575,108.359998,82.831647,0.001028,0.000882,0.000146,0,0,1,0,0,4,2,2,3,1,1,1,,0
10.40.182.1,0,10.40.182.3,0,arp,CON,31.651625,56,92,0,0,0,0,-,7.077046,11.626575,2,2,0,0,0,0,28,46,0,0,1.495,0.814,1421927543,1421927575,31649.102,31649.108,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,,0
59.166.0.0,3466,149.171.126.7,80,tcp,FIN,1.733733,1684,10168,31,29,3,5,http,7216.797363,44315.93359,14,18,255,255,969148255,3188179547,120,565,1,3924,9762.940849,8549.376128,1421927574,1421927575,133.337923,101.953176,0.000651,0.000524,0.000127,0,0,1,0,0,4,2,1,3,2,1,1,,0
59.166.0.1,55166,149.171.126.2,5190,tcp,FIN,0.259903,1470,1728,31,29,5,4,-,43216.12109,49403.04297,22,14,255,255,4014530797,4014849164,67,123,0,0,963.071404,33.336289,1421927575,1421927575,12.376333,19.933,0.000788,0.000634,0.000154,0,0,0,0,0,3,3,2,1,1,1,1,,0
59.166.0.2,43549,149.171.126.5,4508,tcp,FIN,0.005026,3736,2456,31,29,7,7,-,5617190.5,3692797.5,18,18,255,255,4254535873,4257655539,208,136,0,0,13.65719,0.354737,1421927575,1421927575,0.275765,0.263765,0.000682,0.000535,0.000147,0,0,0,0,0,5,7,2,2,1,1,2,,0
59.166.0.2,4688,149.171.126.5,48656,udp,CON,0.001835,520,304,31,29,0,0,-,1700272.5,994005.4375,4,4,0,0,0,0,130,76,0,0,0.657137,0.329049,1421927575,1421927575,0.468667,0.237667,0,0,0,0,0,0,0,0,5,7,2,2,1,1,2,,0
59.166.0.4,2051,149.171.126.8,111,udp,CON,0.004575,568,304,31,29,0,0,-,744918,398688.5,4,4,0,0,0,0,142,76,0,0,1.697058,1.464182,1421927575,1421927575,1.207,1.043333,0,0,0,0,0,0,0,0,2,8,2,2,1,1,2,,0
59.166.0.4,49886,149.171.126.8,62195,udp,CON,0.001704,520,304,31,29,0,0,-,1830985.875,1070422.5,4,4,0,0,0,0,130,76,0,0,0.619191,0.280257,1421927575,1421927575,0.443333,0.203667,0,0,0,0,0,0,0,0,2,8,2,2,1,1,2,,0
59.166.0.0,43002,149.171.126.3,5190,tcp,FIN,0.126824,1470,1728,31,29,5,4,-,88563.67188,101242.6641,22,14,255,255,2231242634,81977165,67,123,0,0,456.793136,15.708258,1421927576,1421927576,6.039238,9.697154,0.000764,0.000633,0.000131,0,0,0,0,0,3,1,1,5,1,1,1,,0
59.166.0.3,63790,149.171.126.2,9424,tcp,FIN,0.01602,2974,30506,31,29,7,18,-,1454681.625,14929338,48,50,255,255,441661553,441964508,62,610,0,0,18.608725,18.901735,1421927576,1421927576,0.332149,0.320875,0.00075,0.000608,0.000142,0,0,0,0,0,9,6,5,4,1,1,2,,0
59.166.0.8,16842,149.171.126.0,80,tcp,FIN,1.411037,1684,10168,31,29,3,5,http,8867.237305,54450.73438,14,18,255,255,3538729866,1472969169,120,565,0,0,9031.169832,7908.147151,1421927574,1421927576,108.444385,82.969706,0.000686,0.000547,0.000139,0,0,0,0,0,1,1,1,2,1,1,1,,0
59.166.0.0,8095,149.171.126.9,43381,tcp,FIN,0.041084,5174,83812,31,29,7,39,-,996397.625,16142732,90,92,255,255,2287047494,2287351594,57,911,0,0,23.826659,23.683055,1421927576,1421927576,0.457899,0.444758,0.000758,0.000601,0.000157,0,0,0,0,0,3,4,2,5,1,1,1,,0
59.166.0.6,25962,149.171.126.6,6577,tcp,FIN,0.003674,320,8824,31,29,1,4,ftp-data,581382.6875,17613500,6,12,255,255,2527059966,2534311036,53,735,0,0,36.996777,0,1421927576,1421927576,0.6514,0.282545,0.00072,0.000559,0.000161,0,0,0,0,0,3,3,6,5,1,1,4,,0
